"customer_id","outage_sec_week","yrly_equip_failure","timely_replacements"
"R359792","15.35675","No",4
"V684670","15.35795","Yes",3
"S424834","15.3584","No",2
"R305280","15.36169948","No",2
"K750246","15.36673","Yes",4
"U497990","15.36682","No",3
"P930411","15.37298","No",4
"G45989","15.37501","No",4
"O647062","15.38413","Yes",4
"X999392","15.38627887","No",6
"Y221956","15.39099","No",4
"I273760","15.39425705","No",2
"M593222","15.39942","No",4
"R616110","15.40380196","No",3
"E772271","15.40713","No",3
"O707075","15.40917963","No",2
"A690706","15.41346","No",4
"I682933","15.41425","Yes",4
"E224206","15.41442","No",3
"D702658","15.41723","No",1
"J378975","15.41725","No",3
"L596007","15.42491471","Yes",6
"B388679","15.42891992","Yes",4
"I792505","15.43208187","No",4
"M949486","15.43337","No",6
"W937828","15.43347","No",4
"S642057","15.43566","Yes",5
"H53122","15.4360432","No",2
"C385943","15.43806","No",4
"G616093","15.44335","No",5
"G503565","15.4471","No",2
"Z92958","15.44802","No",2
"V277295","15.45232","No",4
"H781916","15.46065","No",2
"Z188926","15.46358","Yes",6
"U632597","15.47441","Yes",5
"S542395","15.47722","No",2
"X467466","15.49091","No",4
"J504048","15.49091","Yes",3
"Q920054","15.49642","Yes",4
"L283891","15.4974","Yes",3
"D176597","15.50087","No",3
"R374499","15.50911","No",3
"D39279","15.51053","Yes",4
"N439683","15.51193","Yes",5
"E920434","15.51451","No",3
"Y168157","15.52293","Yes",3
"I737855","15.53787","Yes",4
"N08618","15.53819","No",5
"A316138","15.53974","No",3
"E885584","15.54324","No",3
"M590359","15.54568189","Yes",4
"Q721747","15.54569939","No",4
"I668927","15.54783164","No",4
"M384015","15.54947","No",4
"E793032","15.55101617","No",4
"W571315","15.56284947","No",6
"P652340","15.59122","Yes",4
"R570772","15.59664","Yes",2
"T45538","15.60219","No",3
"C89879","15.60533","Yes",5
"P170468","15.61183","No",4
"N454763","15.61280724","Yes",4
"Q731114","15.626","No",2
"H634606","15.62886","No",4
"G73581","15.62909771","No",5
"N709080","15.63302492","No",4
"T449876","15.63468","No",4
"P290956","15.6492","No",4
"W728041","15.65819","Yes",2
"E186097","15.66367593","No",4
"G451927","15.67128","Yes",4
"H145896","15.67211","No",5
"C25146","15.68043093","No",3
"K995518","15.68123","Yes",4
"X241691","15.68142","No",3
"L72577","15.68552752","Yes",3
"V930652","15.69873","No",2
"S492853","15.70968","No",4
"N136593","15.71134","Yes",2
"A994697","15.71372","No",4
"V920462","15.71715","No",1
"M446951","15.72132","Yes",4
"Y847136","15.72313","Yes",4
"U391073","15.736","No",5
"N365113","15.73786","No",4
"Z534243","15.74015572","Yes",3
"Z493920","15.74148","No",3
"D761106","15.74457","No",4
"V751713","15.75142268","No",5
"J430418","15.75223","Yes",4
"P752014","15.75679649","No",4
"F466108","15.76032","No",4
"H314025","15.76081","No",2
"D110610","15.76975133","No",3
"F649912","15.76993","No",2
"A311758","15.77718","No",4
"I359675","15.77985","No",4
"B770701","15.78884","No",3
"Y40918","15.78937082","No",4
"B705971","15.8001","No",3
"G912511","15.80514","No",4
"O967292","15.80681","No",4
"W218282","15.81274","Yes",3
"K656780","15.81564","No",2
"D299114","15.82529","No",4
"N700604","15.83394061","No",3
"V491948","15.84252","Yes",3
"M06058","15.84283","Yes",4
"A202517","15.85825","No",4
"V54032","15.8626095","Yes",5
"G447264","15.88055","No",4
"P555585","15.8889","No",4
"P209261","15.89345","No",5
"N287930","15.90879","No",4
"F790476","15.91057","No",6
"U608200","15.9111278","Yes",3
"O392580","15.91261","Yes",5
"Z500180","15.91653","No",3
"T432181","15.9178","Yes",5
"I788189","15.92158","No",4
"Z905669","15.92642","Yes",4
"S510657","15.92998","No",4
"V917439","15.93197","No",2
"Z900859","15.95494909","No",4
"N704991","15.95744","Yes",5
"T168495","15.96237","No",4
"W823366","15.97282","Yes",3
"L823637","15.97382","No",3
"V86587","15.98748","No",4
"X965054","15.98941","No",5
"Y476794","15.991","Yes",3
"R590860","15.99328","No",5
"N778124","15.9948","No",3
"D985028","16.00915","No",2
"R711733","16.01067","No",2
"B883991","16.01387","No",4
"U565222","16.01645","Yes",3
"N34730","16.01829","Yes",4
"D317154","16.01904","Yes",2
"T588904","16.02284","No",3
"A899075","16.024","No",3
"X130405","16.02815","Yes",4
"J65553","16.03275","No",5
"D639444","16.06426","No",3
"T860300","16.07996","Yes",3
"S286355","16.08033","No",3
"O566378","16.08459","Yes",5
"K596597","16.0888","No",4
"Y84463","16.09504","No",5
"X367479","16.09553","No",3
"P178640","16.10566","No",4
"D964633","16.10876","No",3
"Z317359","16.10939031","Yes",4
"A758129","16.12607","No",5
"X208149","16.12716","No",3
"N245383","16.12913","Yes",2
"T59603","16.1298","No",2
"M605465","16.13377","Yes",4
"A175625","16.13598","Yes",4
"O160849","16.15372","Yes",4
"B47880","16.15631","No",4
"J61610","16.15922157","No",3
"Y120307","16.16759956","No",3
"R926461","16.16919","Yes",4
"S509823","16.16998","No",3
"U369647","16.17011","No",4
"C629897","16.19038","No",5
"A118391","16.1971","No",3
"Q531994","16.19881","No",4
"H111089","16.22817","No",4
"I714198","16.22846","Yes",4
"L315508","16.2337","No",4
"J450880","16.23738","No",3
"Z75568","16.23771062","No",2
"U577089","16.23914454","No",4
"O122056","16.2496","No",4
"I354960","16.26364","Yes",5
"U843827","16.26782621","No",4
"G854983","16.27747113","No",4
"I915810","16.27782","No",3
"D762674","16.28075484","No",3
"T467141","16.28114","No",4
"C924454","16.28343","No",3
"M853509","16.29437","No",5
"T234307","16.30443","No",4
"J127914","16.30827","No",3
"U790894","16.31017089","Yes",4
"P564059","16.32261","No",2
"S76930","16.32484","No",5
"I134073","16.34933","Yes",5
"O594216","16.35739677","No",3
"P376206","16.36195","No",6
"Q09894","16.36612","Yes",4
"X65089","16.37914","No",2
"H418550","16.38667","No",4
"E101547","16.4022","No",4
"V217092","16.40248","No",3
"V604132","16.41048","No",4
"P78007","16.41256411","No",5
"L983845","16.41445271","No",3
"W327847","16.42306","No",2
"L838387","16.42412","Yes",4
"Z708697","16.4535","Yes",2
"T208294","16.47135","No",4
"A260461","16.47207","No",4
"J280317","16.4764","Yes",4
"O261679","16.48878","No",2
"F914859","16.53335","No",3
"L296464","16.53887592","No",3
"P606795","16.54026","No",4
"Q765651","16.54443477","No",5
"R832481","16.57722","No",1
"R468786","16.57893","Yes",4
"P789306","16.58995671","No",3
"P403100","16.60350748","Yes",4
"A540097","16.61878","Yes",1
"M24464","16.62973","No",4
"H175210","16.63376919","No",4
"N169945","16.64511","No",5
"A224018","16.64886","No",3
"E936988","16.6785","No",3
"N900369","16.67865","No",3
"F112601","16.68122","No",2
"F116821","16.68178185","No",3
"J284026","16.70921","Yes",5
"P198173","16.71428","Yes",2
"H263050","16.72529341","No",3
"V285978","16.72972","Yes",4
"T632617","16.74428","No",4
"E883874","16.75470959","No",4
"K191922","16.76653","Yes",3
"E613276","16.79023","No",3
"F535092","16.82309021","Yes",3
"D993926","16.83197","No",5
"I958127","16.84100845","No",3
"B572303","16.8438","No",5
"B276870","16.84547","No",3
"C294087","16.84798","No",3
"V990367","16.85843","Yes",3
"R252374","16.86536","No",5
"D215990","16.87597","Yes",4
"M665668","16.88041332","No",3
"P94424","16.88379","No",4
"X404290","16.89111923","No",3
"Y112097","16.89285","No",3
"I976769","16.89322","No",3
"G734993","16.92155","Yes",3
"P180229","16.93215","Yes",4
"I768093","16.9392","No",3
"C47331","16.95979","Yes",4
"G56644","16.97035","Yes",3
"V513511","16.97213","Yes",4
"W882810","16.98002","No",3
"L632280","16.99335","Yes",5
"R195318","16.99756","Yes",5
"R457980","17.03441","No",4
"O76955","17.03486","No",5
"Q501175","17.03765","Yes",3
"Y735827","17.04978252","Yes",3
"N02836","17.05256354","Yes",2
"S70815","17.05296","No",5
"C941074","17.07819","No",3
"I950899","17.1044","No",5
"F471471","17.10685","No",2
"V508616","17.11399723","No",4
"S797446","17.13207","No",3
"E782376","17.13733","No",4
"Z349412","17.14416","Yes",3
"V17305","17.14612","No",2
"A31278","17.14776","No",4
"H983119","17.15258","No",3
"Q140635","17.21943","Yes",3
"A04204","17.23011599","No",4
"F882447","17.2406","No",3
"Z424457","17.24156","Yes",4
"Y206805","17.24567","Yes",4
"C967245","17.25284","No",3
"E522960","17.26615","Yes",4
"T230963","17.27337","No",3
"W302169","17.29039","No",3
"I151500","17.30888","No",4
"C279290","17.38034","No",4
"F240900","17.39213562","No",3
"T786944","17.40257","Yes",3
"W551882","17.41324465","Yes",3
"I853175","17.41601","No",3
"P02180","17.44644","Yes",3
"V252156","17.44685","No",3
"S459186","17.44896","No",4
"S664878","17.46416","No",5
"C326402","17.49332639","Yes",4
"P455877","17.50097","No",6
"Y195132","17.50485","No",3
"F346649","17.51312","Yes",4
"L725689","17.55118","No",4
"Z731991","17.5602198","No",4
"P765785","17.56798903","No",5
"F619747","17.59522","No",3
"I169568","17.60288873","Yes",4
"A957431","17.6619","No",2
"H69857","17.66693","No",4
"Z193166","17.67735","No",4
"I718294","17.70257","No",4
"A574980","17.70648","No",2
"H532086","17.74402","No",5
"J454052","17.74581","Yes",4
"H93869","17.76091","No",5
"H153949","17.80133","Yes",3
"K377982","17.81328","No",3
"C432978","17.81793","Yes",3
"F322259","17.82109","No",2
"T750530","17.82932","Yes",5
"Z551553","17.83372","No",2
"C234795","17.86153","No",4
"D394318","17.90595","No",4
"R190531","17.91239","Yes",3
"L947214","17.94420077","Yes",2
"P354965","17.96334654","No",3
"V76665","17.97393","No",2
"I693971","17.99204","Yes",2
"T840029","18.0799042","No",3
"V385014","18.11802","No",2
"Y796163","18.1533","No",4
"K234189","18.1762","No",4
"R455390","18.19254","No",5
"N162822","18.19542503","No",2
"T865307","18.19674","No",3
"D900849","18.21093","No",5
"U610444","18.25245","Yes",3
"T215382","18.28180588","Yes",5
"A733457","18.30369591","Yes",3
"Y373477","18.30717385","Yes",3
"F85431","18.30895","No",3
"K316646","18.31879","No",1
"Q877999","18.34115","Yes",3
"D770283","18.39537758","No",3
"W726311","18.40676","No",5
"W05933","18.44059","Yes",4
"X785371","18.45023","No",3
"T809308","18.77915","Yes",4
"R236363","18.78705","No",5
"Z383963","18.85173","Yes",6
"H518825","18.94289163","Yes",3
"M356621","19.01629","Yes",3
"F765325","19.01962","Yes",3
"I10685","19.07180624","No",3
"U587093","19.08168517","No",3
"N699331","19.10781","Yes",3
"L599723","19.20969","No",3
"I939809","19.26111","No",2
"N727282","19.2677815","No",3
"W970160","19.50058","No",4
"V635970","19.65711","No",5
"H870936","19.71756","Yes",5
"S130816","20.30462","Yes",2
"I489435","20.62504","Yes",2
"I117884","21.20723","Yes",6
